date_utc,sku,foep_price_gbp,foep_status,foep_last_refresh_utc,bbp_max_sold_gbp,cpt_gbp,cpt_ceiling_input_gbp,cpt_x1_2_gbp,cpt_last_refresh_utc,cpt_status,cpt_risk_band,cpt_delta_vs_buy_box_gbp,cpt_delta_vs_buy_box_pct,cpt_call_tier,cpt_call_reason_codes_json,ceiling_rule_value_gbp,ceiling_source_used,ceiling_inputs_missing_flag,parked_flag,park_reason_codes_json,eligibility_ceiling_landed_gbp,eligibility_source,eligibility_confidence,eligibility_reason_codes_json,competitive_price_threshold_gbp,competitive_price_gbp,average_selling_price_gbp,suppression_reactivation_target_landed_gbp,suppression_target_source,suppression_ceiling_landed_temp,suppression_ceiling_source,suppression_ceiling_confidence,suppression_ceiling_expiry_utc,anchor_floor_price_gbp,compliance_ceiling_landed_gbp,compliance_confidence,compliance_status,compliance_reason_code
2026-03-04,H6-E7MP-EBPD,,MISSING,2026-03-04T06:12:29Z,,21.94,21.94,26.33,2026-03-01T13:30:44Z,OK,LOW,-4.95,-22.56,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_LOW""]",26.33,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,16.99,0.7,OK,
2026-03-04,HL-03ZR-QPHH,,MISSING,2026-03-04T06:12:29Z,,8.59,8.59,10.31,2026-03-01T13:31:16Z,OK,LOW,-2.42,-28.17,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_LOW""]",10.31,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,6.17,0.7,OK,
2026-03-04,HS-R5IP-7E1C,,MISSING,2026-03-04T06:12:29Z,,3.85,3.85,4.62,2026-03-01T13:31:47Z,OK,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_UNKNOWN_MISSING_BUY_BOX""]",4.62,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,9.99,0.7,OK,
2026-03-04,IJ-V0PQ-4CZ4,,MISSING,2026-03-04T06:12:29Z,9.99,,,,2026-03-01T13:32:18Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",9.99,BBP_ONLY,0,0,[],9.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,9.99,0.7,OK,
2026-03-04,JB-RGB6-LZOJ,,MISSING,2026-03-04T06:12:29Z,9.99,6.09,6.09,7.31,2026-03-01T13:32:49Z,OK,LOW,0.00,0.00,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_LOW""]",7.31,MIN_BBP_CPTX1_2,0,0,[],9.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,9.99,0.7,OK,
2026-03-04,LP-QMNJ-J49G,,MISSING,2026-03-04T06:12:29Z,5.99,,,,2026-03-01T13:33:20Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",5.99,BBP_ONLY,0,0,[],5.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,5.99,0.7,OK,
2026-03-04,LR-7GM6-1RCH,,MISSING,2026-03-04T06:12:29Z,,39.59,39.59,47.51,2026-03-01T13:33:51Z,OK,LOW,-3.50,-8.84,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_LOW""]",47.51,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,36.09,0.7,OK,
2026-03-04,OV-LVEL-DQL6,,MISSING,2026-03-04T06:12:29Z,,18.00,18.00,21.60,2026-03-01T13:34:22Z,OK,LOW,-3.33,-18.50,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_LOW""]",21.60,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,14.67,0.7,OK,
2026-03-04,R4-0AXZ-ZZ9D,,MISSING,2026-03-04T06:12:29Z,16.58,,,,2026-03-01T13:34:53Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",16.58,BBP_ONLY,0,0,[],16.58,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,16.58,0.7,OK,
2026-03-04,R7-98IN-2PW8,,MISSING,2026-03-04T06:12:29Z,,5.99,5.99,7.19,2026-03-01T13:35:24Z,OK,LOW,-0.54,-9.02,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_LOW""]",7.19,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,5.45,0.7,OK,
2026-03-04,RI-VSUS-0YTD,,MISSING,2026-03-04T06:12:29Z,8.35,,,,2026-03-01T13:35:55Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",8.35,BBP_ONLY,0,0,[],8.35,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,8.35,0.7,OK,
2026-03-04,RW-AZK6-O4M2,,MISSING,2026-03-04T06:12:29Z,,3.03,3.03,3.64,2026-03-03T11:13:24Z,OK,HIGH,0.47,15.51,ACTIVE_WRITE,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_FRESH"",""CPT_RISK_HIGH""]",3.64,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,3.50,0.7,OK,
2026-03-04,RZ-6ZL9-CZ7J,,MISSING,2026-03-04T06:12:29Z,7.99,7.47,7.47,8.96,2026-03-01T13:36:26Z,OK,LOW,-1.14,-15.26,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_LOW""]",7.99,MIN_BBP_CPTX1_2,0,0,[],7.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,7.99,0.7,OK,
2026-03-04,TJ-6LOP-OPEU,,MISSING,2026-03-04T06:12:29Z,9.00,6.49,6.49,7.79,2026-03-01T13:36:57Z,OK,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_UNKNOWN_MISSING_BUY_BOX""]",7.79,MIN_BBP_CPTX1_2,0,0,[],9.00,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,9.00,0.7,OK,
2026-03-04,TK-E7QE-T40G,,MISSING,2026-03-04T06:12:29Z,13.49,,,,2026-03-01T13:37:28Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",13.49,BBP_ONLY,0,0,[],13.49,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,13.49,0.7,OK,
2026-03-04,UR-Q7TM-1F3I,,MISSING,2026-03-04T06:12:29Z,,27.90,27.90,33.48,2026-03-01T13:37:59Z,OK,LOW,-10.95,-39.25,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_LOW""]",33.48,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,16.95,0.7,OK,
2026-03-04,US-AK96-YFSB,,MISSING,2026-03-04T06:12:29Z,9.99,,,,2026-03-01T13:38:30Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",9.99,BBP_ONLY,0,0,[],9.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,9.99,0.7,OK,
2026-03-04,VF-3T0K-DR5O,,MISSING,2026-03-04T06:12:29Z,9.99,5.29,5.29,6.35,2026-03-01T13:39:01Z,OK,LOW,-0.51,-9.64,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_LOW""]",6.35,MIN_BBP_CPTX1_2,0,0,[],9.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,9.99,0.7,OK,
2026-03-04,VO-A6AR-18YS,,MISSING,2026-03-04T06:12:29Z,9.99,,,,2026-03-01T13:39:32Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",9.99,BBP_ONLY,0,0,[],9.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,9.99,0.7,OK,
2026-03-04,VU-8KRA-QP5M,,MISSING,2026-03-04T06:12:29Z,12.95,,,,2026-03-01T13:40:03Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",12.95,BBP_ONLY,0,0,[],12.95,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,12.95,0.7,OK,
2026-03-04,W3-8FN7-FSP0,,MISSING,2026-03-04T06:12:29Z,,5.50,5.50,6.60,2026-03-01T13:40:34Z,OK,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_UNKNOWN_MISSING_BUY_BOX""]",6.60,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,7.99,0.7,OK,
2026-03-04,WE-1Z7L-SA2I,,MISSING,2026-03-04T06:12:29Z,9.99,,,,2026-03-01T13:41:05Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",9.99,BBP_ONLY,0,0,[],9.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,9.99,0.7,OK,
2026-03-04,X7-MY4W-H2I4,,MISSING,2026-03-04T06:12:29Z,9.99,,,,2026-03-01T13:41:36Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",9.99,BBP_ONLY,0,0,[],9.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,9.99,0.7,OK,
2026-03-04,XE-YPAI-HX9F,,MISSING,2026-03-04T06:12:29Z,11.99,,,,2026-03-01T13:42:38Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",11.99,BBP_ONLY,0,0,[],11.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,11.99,0.7,OK,
2026-03-04,XH-0LAE-FQO5,,MISSING,2026-03-04T06:12:29Z,8.99,,,,2026-03-02T10:09:48Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",8.99,BBP_ONLY,0,0,[],8.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,8.99,0.7,OK,
2026-03-04,XY-UM2X-TPS3,,MISSING,2026-03-04T06:12:29Z,15.00,9.99,9.99,11.99,2026-03-03T11:13:55Z,OK,LOW,0.00,0.00,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_FRESH"",""CPT_RISK_LOW""]",11.99,MIN_BBP_CPTX1_2,0,0,[],15.00,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,15.00,0.7,OK,
2026-03-04,YC-3L3M-BV48,,MISSING,2026-03-04T06:12:29Z,109.45,,,,2026-03-01T13:43:40Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",109.45,BBP_ONLY,0,0,[],109.45,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,109.45,0.7,OK,
2026-03-04,YO-EKK2-FRCC,,MISSING,2026-03-04T06:12:29Z,,10.44,10.44,12.53,2026-03-02T10:10:19Z,OK,LOW,-4.52,-43.30,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_LOW""]",12.53,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,5.92,0.7,OK,
2026-03-04,Z7-26PV-O9LR,,MISSING,2026-03-04T06:12:29Z,9.99,16.54,16.54,19.85,2026-03-02T10:10:50Z,OK,LOW,-7.51,-45.41,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_LOW""]",9.99,MIN_BBP_CPTX1_2,0,0,[],9.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,9.99,0.7,OK,
2026-03-05,0G-JB6S-PN34,,MISSING,2026-03-05T17:09:24Z,,2.07,2.07,2.48,2026-03-05T15:36:44Z,OK,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_FRESH"",""CPT_RISK_UNKNOWN_MISSING_BUY_BOX""]",2.48,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,5.90,0.7,,
2026-03-05,0R-GRRH-W0Z9,,MISSING,2026-03-05T17:09:24Z,9.99,,,,2026-03-01T13:19:53Z,NO_CPT,UNKNOWN,,,ACTIVE_WRITE,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",9.99,BBP_ONLY,0,0,[],9.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,9.99,0.7,,
2026-03-05,2G-AYBQ-TUQG,,MISSING,2026-03-05T17:09:24Z,,21.99,21.99,26.39,2026-03-05T15:37:15Z,OK,LOW,-7.69,-34.97,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_FRESH"",""CPT_RISK_LOW""]",26.39,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,14.30,0.7,,
2026-03-05,3X-EXDD-TD2K,,MISSING,2026-03-05T17:09:24Z,,64.49,64.49,77.39,2026-03-05T15:37:46Z,OK,LOW,-21.84,-33.87,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_FRESH"",""CPT_RISK_LOW""]",77.39,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,42.65,0.7,,
2026-03-05,4W-VS57-BV6A,,MISSING,2026-03-05T17:09:24Z,44.99,35.00,35.00,42.00,2026-03-05T15:38:18Z,OK,LOW,-0.02,-0.06,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_FRESH"",""CPT_RISK_LOW""]",42.00,MIN_BBP_CPTX1_2,0,0,[],44.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,44.99,0.7,,
2026-03-05,5Z-6Z0P-9TQQ,,MISSING,2026-03-05T17:09:24Z,,,,,2026-03-05T15:38:49Z,ERROR,UNKNOWN,,,ACTIVE_WRITE,"[""CPT_SKIP_STATUS_RECOVERY_ALREADY_RETRIED_TODAY"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",,MISSING,1,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,3.41,0.7,,
2026-03-05,6Q-9G2A-IKVV,,MISSING,2026-03-05T17:09:24Z,,,,,2026-03-05T15:39:21Z,ERROR,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_STATUS_RECOVERY_ALREADY_RETRIED_TODAY"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",,MISSING,1,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,9.99,0.7,,
2026-03-05,6V-EEC1-2S9Z,,MISSING,2026-03-05T17:09:24Z,10.64,,,,2026-03-01T11:17:27Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",10.64,BBP_ONLY,0,0,[],10.64,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,10.64,0.7,,
2026-03-05,714810,,MISSING,2026-03-05T17:09:24Z,9.99,,,,2026-03-01T13:22:59Z,NO_CPT,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_NO_CPT_WEEKLY_NOT_DUE"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",9.99,BBP_ONLY,0,0,[],9.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,9.99,0.7,,
2026-03-05,8M-NHB7-T8TR,,MISSING,2026-03-05T17:09:24Z,,,,,2026-03-05T15:39:51Z,ERROR,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_STATUS_RECOVERY_ALREADY_RETRIED_TODAY"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",,MISSING,1,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,29.24,0.7,,
2026-03-05,8U-QPFH-3EKQ,,MISSING,2026-03-05T17:09:24Z,,,,,2026-03-05T15:40:22Z,ERROR,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_STATUS_RECOVERY_ALREADY_RETRIED_TODAY"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",,MISSING,1,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,5.36,0.7,,
2026-03-05,DC-K5WH-R7F5,,MISSING,2026-03-05T17:09:24Z,,3.15,3.15,3.78,2026-03-05T15:42:26Z,OK,LOW,-0.15,-4.76,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_FRESH"",""CPT_RISK_LOW""]",3.78,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,3.00,0.7,,
2026-03-05,FA-LRV6-YRFW,,MISSING,2026-03-05T17:09:24Z,21.99,,,,2026-03-05T15:42:57Z,ERROR,UNKNOWN,,,ACTIVE_READONLY,"[""CPT_SKIP_STATUS_RECOVERY_ALREADY_RETRIED_TODAY"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_MISSING"",""CPT_RISK_UNKNOWN_MISSING_CPT""]",21.99,BBP_ONLY,0,0,[],21.99,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,21.99,0.7,,
2026-03-05,FB-6FW0-Z82Q,,MISSING,2026-03-05T17:09:24Z,,9.95,9.95,11.94,2026-03-05T15:43:27Z,OK,LOW,-4.95,-49.75,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_FRESH"",""CPT_RISK_LOW""]",11.94,CPTX1_2_ONLY,0,0,[],,LAST_KNOWN_SAFE,0,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIGIBILITY_UNAVAILABLE"",""MANUAL_CAP_MISSING""]",,,,,,,,,,,5.00,0.7,,
2026-03-05,GY-FO04-RDYL,,MISSING,2026-03-05T17:09:24Z,6.17,8.03,8.03,9.64,2026-03-03T11:12:53Z,OK,LOW,-1.86,-23.16,ACTIVE_READONLY,"[""CPT_SKIP_FRESH"",""CPT_REUSE_LAST"",""CPT_CEILING_INPUT_STALE_ALLOWED"",""CPT_RISK_LOW""]",6.17,MIN_BBP_CPTX1_2,0,0,[],6.17,MANUAL,0.5,"[""FOEP_ERROR"",""FOEP_MISSING"",""CPT_TELEMETRY_ONLY"",""ELIG_CEILING_MANUAL_USED""]",,,,,,,,,,,6.17,0.7,,
